2454	571	5560	43	2445	24	2390	3	178	3390	3621	179	7910	1	2036	15
2464	579	5570	44	2457	27	2392	4	183	5576	3893	180	8287	2	2259	
2468	581	5650	51	2466	30	2394	5	185	5578	4170	182	8318	8		
2475	582	5844	53	2467	31	2403	6	187	5579	5076	184				
2478	583	5852	54	2470	32	2408	7	188	5777						
2488	584	5853	55	2473	33	2409	9	189	5801						
2493	586	5854	56	2480	34	2423	10	190	5841						
2494	599	5856	57	2485	35	2429	11	191	5857						
2496	603	5858	58	2491	36	2430	12	192	5898						
2498	604	5859	60	2499	38	2431	13	433	5900						
2504	605	5872	64	2500	39	2432	14	561	5903						
2505	606	5873	66	2501	40	2433	16	563	5913						
2515	607	5884	70	2503	41	2434	17	564	5914						
2517	608	5887	71	2506	42	2435	18	567	5931						
2518	609	5889	72	2509	48	2436	19	569							
2519	610	5901	73	2510	49	2437	20	573							
2520	611	5938	74	2511	52	2438	21	577							
2522	612	5941	75	2512	63	2439	22	585							
2523	613	5945	77	2524	65	2440	23	587							
2525	614	5954	78	2528	67	2441	25	590							
2526	615	6171	79	2531	68	2442	26	602							
2530	616	6270	80	2544	69	2443	28								
2532	617	6295	82	2675	76	2444	29								
2533	618	6296	83	2686	81	2446	37								
2535	619	6315	84	2687	87	2447	45								
2536	620	6365	85	2705	91	2448	46								
2539	621	6366	86	2738	92	2449	47								
2542	622	6368	88	2788	94	2450	50								
2543	623	6738	89	2790	95	2451	59								
2546	624	6765	90	2792	100	2452	61								
2547	625	6789	93	2802	101	2453	62								
2548	626	6790	96	2913	102	2455	116								
2549	627	6794	97	2919	106	2456	117								
2550	628	6795	98	3004	108	2459	124								
2551	629	6796	99	3327	114	2460	125								
2553	630	6798	103	3330	119	2461	129								
2558	631	6800	104	3351	120	2462	166								
2560	632	6801	105	3352	161	2465									
2564	633	6802	107	3380	165	2489									
2565	634	6813	109	3385	167	2502									
2569	635	6814	110	3391	198	2508									
2570	636	6835	111	3392	207	2513									
2571	637	6839	112	3402	251	2521									
2572	638	6843	113	3427	255	2527									
2573	639	6845	115	3431	257	2534									
2574	640	6846	118	3434	259	2537									
2575	641	6849	121	3435	261	2538									
2576	642	6850	122	3438	267	2540									
2577	643	6851	123	3450	268	2541									
2578	644	6853	126	3451	269	2545									
2579	645	6854	127	3474	279	2566									
2580	646	6855	128	3526	285	2567									
2581	647	6856	130	3530	292	2568									
2583	648	6857	131	3532	294	2588									
2584	649	6858	132	3534	295	2589									
2585	650	6859	133	3535	296	2590									
2586	651	6861	134	3536	297	2787									
2587	652	6863	135	3539	301	2917									
2592	653	6871	136	3540	302	4198									
2593	654	6874	137	3545	306	4199									
2594	655	6875	138	3546	307	4204									
2595	656	6876	139	3548	308	4205									
2596	657	6877	140	3549	311	4206									
2597	658	6878	141	3550	312										
2598	659	6879	142	3551	316										
2599	660	6880	143	3552	317										
2600	661	6881	144	3553	318										
2601	662	6883	145	3554	319										
2602	663	6886	146	3556	321										
2603	664	6887	147	3557	322										
2604	665	6929	148	3558	325										
2605	666	6931	149	3559	327										
2606	667	6932	150	3560	329										
2607	668	6935	151	3561	330										
2608	669	6974	152	3562	333										
2609	670	6978	153	3563	337										
2610	671	6979	154	3564	339										
2611	672	6980	155	3565	341										
2612	673	6981	156	3566	342										
2613	674	6983	157	3570	343										
2614	675	6984	158	3575											
2615	676	6985	159	3576											
2616	677	6987	160	3577											
2617	678	6989	162	3578											
2618	679	6996	163	3580											
2619	680	6998	164	3581											
2620	681	6999	168	3582											
2621	682	7001	169	3583											
2622	683	7002	170	3584											
2623	684	7003	171	3585											
2624	685	7006	172	3586											
2625	686	7007	173	3587											
2626	687	7008	174	3588											
2627	688	7009	175	3589											
2628	689	7010	176	3590											
2629	690	7011	177	3591											
2630	691	7013	181	3592											
2631	692	7014	186	3594											
2632	693	7015	193	3595											
2633	694	7016	194	3596											
2634	695	7017	195	3598											
2635	696	7018	196	3599											
2636	697	7020	197	3602											
2637	698	7021	199	3603											
2638	699	7025	200	3604											
2639	700	7026	201	3605											
2640	701	7027	202	3606											
2641	702	7028	203	3607											
2642	703	7029	204	3608											
2643	704	7030	205	3609											
2644	705	7031	206	3610											
2645	706	7032	208	3611											
2646	707	7034	209	3612											
2647	708	7036	210	3613											
2648	709	7037	211	3614											
2649	710	7038	212	3615											
2650	711	7039	213	3616											
2651	712	7040	214	3617											
2652	713	7041	215	3618											
2653	714	7042	216	3619											
2654	715	7043	217	3622											
2655	716	7044	218	3623											
2656	717	7046	219	3624											
2657	718	7055	220	3631											
2658	719	7056	221	3633											
2659	720	7057	222	3655											
2660	721	7062	223	3664											
2661	722	7079	224	3687											
2662	723	7080	225	3688											
2663	724	7081	226	3689											
2664	725	7083	227	3693											
2665	726	7085	228	3694											
2666	727	7086	229	3696											
2667	728	7087	230	3697											
2668	729	7091	231	3704											
2669	730	7092	232	3719											
2670	731	7093	233	3722											
2671	732	7094	234	3735											
2672	733	7096	235	3754											
2673	734	7097	236	3758											
2674	735	7098	237	3760											
2676	736	7099	238	3761											
2677	737	7101	239	3762											
2678	738	7102	240	3765											
2679	739	7103	241	3773											
2680	740	7104	242	3776											
2681	741	7105	243	3810											
2682	742	7106	244	3811											
2683	743	7107	245	3814											
2684	744	7109	246	3859											
2685	745	7112	247	3872											
2688	746	7113	248	3886											
2689	747	7114	249	3892											
2690	748	7115	250	3894											
2691	749	7117	252	3897											
2692	750	7118	253	3898											
2693	751	7119	254	3899											
2694	752	7120	256	3901											
2695	753	7121	258	3902											
2696	754	7122	260	3903											
2697	755	7123	262	3904											
2698	756	7125	263	3905											
2699	757	7127	264	3907											
2700	758	7128	265	3912											
2701	759	7129	266	3919											
2702	760	7131	270	3924											
2703	761	7132	271	3926											
2704	762	7133	272	3930											
2706	763	7134	273	3931											
2707	764	7135	274	3933											
2708	765	7136	275	3935											
2709	766	7137	276	3936											
2710	767	7138	277	3942											
2711	768	7139	278	3943											
2712	769	7140	280	3944											
2713	770	7141	281	3946											
2714	771	7142	282	3952											
2715	772	7143	283	3953											
2716	773	7145	284	3955											
2717	774	7155	286	3966											
2718	775	7156	287	3969											
2719	776	7158	288	4030											
2720	777	7160	289	4032											
2721	778	7161	290	4148											
2722	779	7162	291	4179											
2723	780	7163	293	4187											
2724	781	7165	298												
2725	782	7166	299												
2726	783	7167	300												
2727	784	7168	303												
2728	785	7169	304												
2729	786	7170	305												
2730	787	7171	309												
2731	788	7172	310												
2732	789	7173	313												
2733	790	7176	314												
2734	791	7179	315												
2735	792	7180	320												
2736	793	7181	323												
2737	794	7182	324												
2739	795	7183	326												
2740	796	7184	328												
2741	797	7187	331												
2742	798	7193	332												
2743	799	7226	334												
2744	800	7258	335												
2745	801	7261	336												
2746	802	7267	338												
2747	803	7277	340												
2748	804	7279	344												
2749	805	7285	345												
2750	806	7291	346												
2751	807	7298	347												
2752	808	7324	348												
2753	809	7342	349												
2754	810	7357	350												
2755	811	7363	351												
2756	812	7393	352												
2757	813	7603	353												
2758	814	7606	354												
2759	815	7611	355												
2760	816	7616	356												
2761	817	7620	357												
2762	818	7627	358												
2763	819	7638	359												
2764	820	7640	360												
2765	821	7641	361												
2766	822	7649	362												
2767	823	7650	363												
2768	824	7651	364												
2769	825	7673	365												
2770	826	7678	366												
2771	827	7723	367												
2772	828	7727	368												
2773	829	7729	369												
2774	830	7734	370												
2775	831	7746	371												
2776	832	7751	372												
2777	833	7765	373												
2778	834	7766	374												
2779	835	7768	375												
2780	836	7775	376												
2781	837	7780	377												
2782	838	7781	378												
2783	839	7785	379												
2784	840	7789	380												
2785	841	7790	381												
2786	842	7791	382												
2789	843	7793	383												
2791	844	7794	384												
2793	845	7796	385												
2794	846	7797	386												
2795	847	7798	387												
2796	848	7799	388												
2797	849	7800	389												
